Unique Key,Incident Zip,Complaint Type,Descriptor
37843123,10024.0,Food Establishment,Pet/Animal
37843161,10011.0,Food Establishment,Rodents/Insects/Garbage
37843510,10024.0,Food Establishment,Pet/Animal
37843731,10001.0,Food Establishment,Dishwashing/Utensils
37843784,10003.0,Food Establishment,Food Spoiled
37843807,10001.0,Food Establishment,Kitchen/Food Prep Area
37843878,10271.0,Food Establishment,Food Worker Hygiene
37843879,11434.0,Food Establishment,Food Worker Hygiene
37843906,11210.0,Food Establishment,Food Contains Foreign Object
37844318,11106.0,Food Establishment,Pet/Animal
37844405,10001.0,Food Poisoning,1 or 2
37844495,10009.0,Food Establishment,Letter Grading
37846656,10314,Food Establishment,Food Contains Foreign Object
37847017,10472,Food Establishment,Permit/License/Certificate
37847021,11418,Food Establishment,Rodents/Insects/Garbage
37847115,10012,Food Establishment,Pet/Animal
37847177,10036,Food Establishment,No Permit or License
37847801,10007,Food Establishment,Food Contains Foreign Object
37848045,10016,Food Poisoning,1 or 2
37848079,10312,Food Establishment,Food Contaminated
37848759,11220,Food Poisoning,3 or More
37849004,10012,Food Establishment,Food Contains Foreign Object
37849172,10003,Food Establishment,Bare Hands in Contact w/ Food
37849195,11004,Food Establishment,Dishwashing/Utensils
37850229,10030,Food Poisoning,1 or 2
37850336,11372,Food Establishment,Bare Hands in Contact w/ Food
37850416,11207,Food Establishment,Pet/Animal
37851136,10471,Food Poisoning,3 or More
37851144,10022,Food Establishment,Food Protection
37851254,10024,Food Establishment,Food Contains Foreign Object
37851424,10468,Food Establishment,Bare Hands in Contact w/ Food
37851451,11355,Food Poisoning,1 or 2
37851484,11358,Food Establishment,Rodents/Insects/Garbage
37851517,10029,Food Establishment,Food Spoiled
37851523,10024,Food Establishment,Rodents/Insects/Garbage
37851524,11372,Food Establishment,Rodents/Insects/Garbage
37851721,10472,Food Establishment,No Permit or License
37852338,10016,Food Establishment,Food Contains Foreign Object
37852528,10312,Food Establishment,Food Contains Foreign Object
37852611,10472,Food Establishment,Rodents/Insects/Garbage
37852624,11207,Food Establishment,Rodents/Insects/Garbage
37852834,11372,Food Establishment,Toilet Facility
37853357,11203,Food Establishment,Food Spoiled
37853593,11432,Food Establishment,Food Contaminated
37853682,10007,Food Establishment,Food Contaminated
37853741,11373,Food Establishment,Rodents/Insects/Garbage
37854329,11207,Food Establishment,Food Worker Hygiene
37855647,11356,Smoking,Smoking Violation
37855829,11418,Food Establishment,Rodents/Insects/Garbage
37855903,10462,Food Establishment,Rodents/Insects/Garbage
37856580,11413,Food Establishment,Food Contains Foreign Object
37856748,10456,Food Establishment,Food Spoiled
37856833,10019,Food Poisoning,1 or 2
37856840,11104,Food Establishment,Pet/Animal
37856852,11232,Food Poisoning,1 or 2
37856913,10002,Food Establishment,Pet/Animal
37857303,10003,Food Establishment,Toilet Facility
37857324,11103,Food Establishment,Food Temperature
37858877,11355,Food Establishment,Food Spoiled
37859157,10302,Food Establishment,Rodents/Insects/Garbage
37859158,10455,Food Establishment,Rodents/Insects/Garbage
37859464,11205,Food Establishment,Letter Grading
37859492,11218,Food Establishment,Food Temperature
37859565,11373,Food Establishment,Food Temperature
37860350,10075,Food Establishment,Rodents/Insects/Garbage
37860517,10026,Food Establishment,Letter Grading
37860522,11229,Food Establishment,Food Contaminated
37861454,11374,Food Establishment,Rodents/Insects/Garbage
37862235,10467,Food Poisoning,1 or 2
37862278,10018,Food Poisoning,1 or 2
37862623,10451,Food Establishment,Kitchen/Food Prep Area
37862838,11216,Food Establishment,Letter Grading
37862864,10467,Food Establishment,Letter Grading
37863378,11212,Food Establishment,Rodents/Insects/Garbage
37863392,10026,Food Establishment,Food Contains Foreign Object
37863507,10451,Food Establishment,Kitchen/Food Prep Area
37863558,10024,Food Establishment,Rodents/Insects/Garbage
37863739,11103,Food Poisoning,1 or 2
37864057,11385,Food Establishment,Rodents/Insects/Garbage
37864403,10002,Food Establishment,Food Preparation Location
37864559,10013,Food Establishment,Rodents/Insects/Garbage
37865402,10016,Food Poisoning,1 or 2
37865793,10306,Food Establishment,Facility Construction
37865831,10128,Food Establishment,Food Contains Foreign Object
37865850,10019,Food Establishment,Odor
37865945,11377,Food Establishment,Bare Hands in Contact w/ Food
37866208,11209,Food Establishment,Letter Grading
37866266,10301,Food Establishment,Rodents/Insects/Garbage
37866627,11203,Food Establishment,Food Spoiled
37866979,11236,Food Establishment,Kitchen/Food Prep Area
37867099,10306,Food Poisoning,1 or 2
37867136,11354,Food Establishment,Toilet Facility
37867288,10456,Food Establishment,Food Spoiled
37867806,11101,Food Establishment,Rodents/Insects/Garbage
37867824,10010,Food Establishment,Pet/Animal
37868024,10003,Food Poisoning,1 or 2
37868185,11432,Food Establishment,Rodents/Insects/Garbage
37868263,11430,Food Poisoning,1 or 2
37868844,10017,Food Poisoning,3 or More
37869124,11692,Food Establishment,Food Spoiled
37869132,10017,Food Establishment,Food Worker Hygiene
37869546,11221,Food Establishment,Rodents/Insects/Garbage
37869790,11433,Food Establishment,Kitchen/Food Prep Area
37873136,11361.0,Food Establishment,Rodents/Insects/Garbage
37873751,10458.0,Food Establishment,Rodents/Insects/Garbage
37873849,11205.0,Food Establishment,No Permit or License
37873982,10314.0,Food Establishment,Rodents/Insects/Garbage
37874098,10036.0,Food Establishment,Rodents/Insects/Garbage
37874351,11355.0,Food Establishment,Bare Hands in Contact w/ Food
37874448,10011.0,Food Establishment,Bare Hands in Contact w/ Food
37874620,10453.0,Food Establishment,Food Spoiled
37874820,10065.0,Food Poisoning,1 or 2
37874996,11372.0,Food Establishment,Food Spoiled
37875093,11355.0,Food Establishment,Rodents/Insects/Garbage
37875110,10025.0,Food Establishment,Ventilation
37875612,10018.0,Food Establishment,Rodents/Insects/Garbage
37875620,10004.0,Food Establishment,Food Contaminated
37875903,11414.0,Food Establishment,Toilet Facility
37876254,11211.0,Food Establishment,Facility Construction
37876418,11103.0,Food Establishment,Permit/License/Certificate
37876430,10027.0,Food Establishment,Rodents/Insects/Garbage
37876779,11211.0,Food Establishment,Letter Grading
37877003,11369.0,Food Establishment,Letter Grading
37877018,10458.0,Food Establishment,Food Spoiled
37877723,10454.0,Food Establishment,Rodents/Insects/Garbage
37878002,11434.0,Food Establishment,Food Contaminated
37878835,10465.0,Food Establishment,Food Spoiled
37878860,11372.0,Food Establishment,Bare Hands in Contact w/ Food
37878983,11358.0,Food Establishment,No Permit or License
37881676,11208.0,Food Establishment,Bare Hands in Contact w/ Food
37881769,10462.0,Food Establishment,Rodents/Insects/Garbage
37882016,11101.0,Food Poisoning,1 or 2
37882046,10021.0,Food Establishment,Rodents/Insects/Garbage
37882287,11368.0,Food Establishment,Food Contaminated
37882318,11203.0,Food Establishment,Bare Hands in Contact w/ Food
37882374,10314.0,Food Establishment,Food Protection
37882537,10452.0,Food Establishment,Food Spoiled
37882630,11360.0,Food Establishment,Rodents/Insects/Garbage
37882874,11374.0,Food Establishment,Food Contaminated
37882975,11230.0,Food Poisoning,3 or More
37883116,11226.0,Food Establishment,Food Contains Foreign Object
37883525,10022.0,Food Poisoning,1 or 2
37883544,11355.0,Food Poisoning,1 or 2
37883611,10028.0,Food Establishment,Food Worker Hygiene
37883642,11218.0,Food Establishment,Letter Grading
37884205,10001.0,Food Establishment,Food Temperature
37884363,10014.0,Food Establishment,Rodents/Insects/Garbage
37884870,11225.0,Food Establishment,Food Worker Hygiene
37884958,10019.0,Food Establishment,Food Contains Foreign Object
37885086,10472.0,Food Establishment,Rodents/Insects/Garbage
37885731,10007.0,Food Establishment,Rodents/Insects/Garbage
37885757,10075.0,Food Establishment,Pet/Animal
37885764,10065.0,Food Establishment,Pet/Animal
37886082,10455.0,Food Poisoning,1 or 2
37886266,11418.0,Food Establishment,Food Contains Foreign Object
37886446,11355.0,Food Establishment,Rodents/Insects/Garbage
37886635,11225.0,Food Establishment,Facility Construction
37886740,11225.0,Food Establishment,Ventilation
37886759,10013.0,Food Establishment,Food Worker Hygiene
37886852,11415.0,Food Establishment,Rodents/Insects/Garbage
37886853,10467.0,Food Establishment,Rodents/Insects/Garbage
37887038,11201.0,Food Establishment,Rodents/Insects/Garbage
37887124,10025.0,Food Establishment,Food Contaminated
37887170,11358.0,Food Establishment,Letter Grading
37887358,11385.0,Smoking,Smoking Violation
37887424,11201.0,Food Establishment,Rodents/Insects/Garbage
37887483,11355.0,Food Establishment,Rodents/Insects/Garbage
37887668,10459.0,Food Establishment,Rodents/Insects/Garbage
37887831,11225.0,Food Establishment,Bare Hands in Contact w/ Food
37888480,11214.0,Food Poisoning,1 or 2
37889175,10014.0,Food Establishment,Toilet Facility
45631135,10011.0,Food Poisoning,1 or 2
37889730,10011.0,Food Establishment,Rodents/Insects/Garbage
37890005,11209.0,Food Establishment,Kitchen/Food Prep Area
37890454,11354.0,Food Establishment,Letter Grading
37890846,10019.0,Food Poisoning,1 or 2
37890892,10019.0,Food Poisoning,1 or 2
37891123,10019.0,Food Establishment,Food Spoiled
37891198,11357.0,Food Establishment,Sign
37891312,10032.0,Food Establishment,No Permit or License
37891974,10032.0,Food Establishment,Food Spoiled
37892084,10032.0,Food Establishment,Food Spoiled
37892406,10016.0,Food Establishment,Letter Grading
37892730,10032.0,Food Establishment,Food Spoiled
37892850,10312.0,Food Establishment,Rodents/Insects/Garbage
37893105,10013.0,Food Establishment,Bare Hands in Contact w/ Food
37893210,10037.0,Food Establishment,Food Worker Hygiene
37893348,11354.0,Food Establishment,Bare Hands in Contact w/ Food
37893449,10037.0,Food Establishment,Letter Grading
37893461,10314.0,Food Poisoning,1 or 2
37894784,11375.0,Food Poisoning,1 or 2
37894935,10001.0,Food Establishment,Pet/Animal
37895029,11221.0,Food Poisoning,1 or 2
37895034,10021.0,Food Establishment,Kitchen/Food Prep Area
37895695,10035.0,Food Establishment,Food Worker Illness
37896042,11357.0,Food Establishment,Food Contaminated
37896054,10026.0,Food Establishment,Rodents/Insects/Garbage
37896175,10025.0,Food Poisoning,1 or 2
37896466,11378.0,Food Establishment,Letter Grading
37896548,10032.0,Food Establishment,Food Spoiled
37896701,10461.0,Food Establishment,Letter Grading
37897004,11209.0,Food Establishment,Odor
37897103,10472.0,Food Establishment,Food Contains Foreign Object
37897521,10038.0,Food Establishment,Food Worker Hygiene
37898060,11228.0,Food Establishment,Odor
37899149,11213.0,Food Establishment,Kitchen/Food Prep Area
37899296,11004.0,Food Establishment,Rodents/Insects/Garbage
37899298,10019.0,Food Establishment,Rodents/Insects/Garbage
37899612,11236.0,Food Establishment,Food Contaminated
37899813,10075.0,Food Establishment,Bare Hands in Contact w/ Food
37900039,10003.0,Food Establishment,Food Contains Foreign Object
37900126,11368.0,Food Establishment,Dishwashing/Utensils
37835075,11217.0,Food Establishment,Food Contains Foreign Object
37835181,11212.0,Food Establishment,Food Worker Activity
37900882,10009.0,Food Establishment,Rodents/Insects/Garbage
37900918,10018.0,Food Establishment,Food Temperature
37900963,10018.0,Food Establishment,Food Contains Foreign Object
37901042,10451.0,Food Establishment,Letter Grading
37901443,10027.0,Food Poisoning,1 or 2
37901682,10009.0,Food Establishment,Letter Grading
37901830,11368.0,Food Establishment,Food Spoiled
37902849,10010.0,Food Establishment,Food Contains Foreign Object
37902948,11432.0,Food Establishment,Food Contains Foreign Object
37903295,10033.0,Food Establishment,Rodents/Insects/Garbage
37903337,11102.0,Food Establishment,Rodents/Insects/Garbage
37903343,11433.0,Food Establishment,Food Spoiled
37903876,10017.0,Food Establishment,Food Contains Foreign Object
37903962,11229.0,Food Establishment,Food Spoiled
37904952,10451.0,Food Poisoning,1 or 2
37905580,11105.0,Food Establishment,Rodents/Insects/Garbage
37905584,10019.0,Food Establishment,Rodents/Insects/Garbage
37905759,11208.0,Food Establishment,Food Spoiled
37906113,11433.0,Food Establishment,Food Spoiled
37906620,11229.0,Food Establishment,Rodents/Insects/Garbage
37906899,10458.0,Food Establishment,Toilet Facility
37906930,10031.0,Food Establishment,Food Contaminated
37907053,10306.0,Food Establishment,Kitchen/Food Prep Area
37907088,10001.0,Food Poisoning,1 or 2
37907176,10467.0,Food Establishment,Bare Hands in Contact w/ Food
37907189,11214.0,Food Establishment,Dishwashing/Utensils
37907224,11367.0,Food Poisoning,1 or 2
37907712,10467.0,Food Establishment,Rodents/Insects/Garbage
37907723,11354.0,Food Establishment,Rodents/Insects/Garbage
37908093,11419.0,Calorie Labeling,Failure to Post Calorie Information
37908713,10024.0,Food Establishment,Pet/Animal
37909114,10013.0,Food Poisoning,1 or 2
37909115,10003.0,Food Poisoning,1 or 2
37909177,11375.0,Food Establishment,Bare Hands in Contact w/ Food
37909223,11385.0,Food Poisoning,1 or 2
37909385,10128.0,Food Poisoning,1 or 2
37909403,11432.0,Food Establishment,Food Contaminated
37909846,10005.0,Food Establishment,Pet/Animal
37909976,10025.0,Food Establishment,Rodents/Insects/Garbage
37910318,10006.0,Food Establishment,Food Contains Foreign Object
37910814,10025.0,Food Establishment,Rodents/Insects/Garbage
37911102,10035.0,Food Poisoning,1 or 2
37911278,10458.0,Food Establishment,Food Spoiled
37911458,11368.0,Food Establishment,No Permit or License
37911603,10001.0,Food Poisoning,1 or 2
37912354,10075.0,Food Poisoning,3 or More
37912628,10028.0,Food Poisoning,1 or 2
37912639,11418.0,Food Establishment,Rodents/Insects/Garbage
37912681,11222.0,Food Establishment,Food Temperature
37912792,11374.0,Food Establishment,Letter Grading
37912801,10020.0,Food Poisoning,3 or More
37913105,10035.0,Food Establishment,Rodents/Insects/Garbage
37913113,10304.0,Food Establishment,Food Spoiled
37913149,11249.0,Food Establishment,Kitchen/Food Prep Area
37913699,11204.0,Food Establishment,Food Worker Activity
37913718,11374.0,Food Establishment,Rodents/Insects/Garbage
37913762,10001.0,Food Establishment,Food Worker Hygiene
37915088,10119.0,Food Establishment,Food Spoiled
37915426,11385.0,Food Establishment,Kitchen/Food Prep Area
37915454,11214.0,Food Establishment,Bare Hands in Contact w/ Food
37915474,10013.0,Food Poisoning,1 or 2
37957466,10075.0,Food Establishment,Pet/Animal
37915804,11217.0,Food Establishment,Rodents/Insects/Garbage
37915977,11217.0,Food Poisoning,1 or 2
37916011,10029.0,Food Poisoning,1 or 2
37916177,10452.0,Food Establishment,Food Contains Foreign Object
37916449,11209.0,Food Establishment,Bare Hands in Contact w/ Food
37916494,11372.0,Food Poisoning,1 or 2
37916495,11366.0,Food Poisoning,1 or 2
37917525,11206.0,Food Establishment,Rodents/Insects/Garbage
37917531,10032.0,Food Poisoning,1 or 2
37917532,10036.0,Food Poisoning,1 or 2
37917584,10018.0,Food Establishment,Food Temperature
37917637,11101.0,Food Establishment,Food Temperature
37917778,11229.0,Food Establishment,Letter Grading
37918115,11358.0,Food Establishment,Food Temperature
37918344,10002.0,Food Establishment,Food Contains Foreign Object
37918557,10001.0,Food Establishment,Ventilation
37918588,11226.0,Food Establishment,Rodents/Insects/Garbage
37919153,11210.0,Food Poisoning,1 or 2
37919509,10304.0,Food Establishment,Food Spoiled
37920052,11385.0,Food Establishment,Kitchen/Food Prep Area
37920250,11219.0,Food Establishment,Food Protection
37920302,10007.0,Food Poisoning,1 or 2
37920305,11385.0,Food Establishment,Food Spoiled
37920344,11249.0,Food Poisoning,1 or 2
37920961,10017.0,Food Establishment,Rodents/Insects/Garbage
37921142,11204.0,Smoking,Smoking Violation
37921320,10459.0,Food Establishment,Toilet Facility
37921618,10030.0,Food Poisoning,1 or 2
37922390,11217.0,Food Establishment,Rodents/Insects/Garbage
37922871,11224.0,Food Establishment,Bare Hands in Contact w/ Food
37922917,10017.0,Food Establishment,Letter Grading
37923021,10451.0,Food Poisoning,1 or 2
37923224,11214.0,Food Establishment,Food Spoiled
37923528,10012.0,Food Establishment,Food Contaminated
37923601,11217.0,Food Establishment,Rodents/Insects/Garbage
37923725,11207.0,Food Establishment,No Permit or License
